day,iteration,ρ,cumsum_imbalance_MW,cumsum_imbalance_up_MW,cumsum_imbalance_down_MW,cumsum_reserve_up_MW,cumsum_reserve_down_MW,up,down,net_up
7,demand_13,0.9,-1317.9103739280545,275.3105726505519,1593.2209465786063,4989.92485899817,5004.183902520532,0.055173290265903153,0.3192875627587062,-0.2337735900576802
7,demand_13,0.99,2633.481010298829,2633.481010298829,-0.0,4399.522395965535,4068.1036846270567,0.5985833854860684,-0.0,0.65063411465877
7,demand_14,0.0,393.0313975343729,1139.4058004063165,746.3744028719436,5179.691802255158,5187.901467635773,0.21997559775858416,0.1440962959508486,0.10653531833237596
7,demand_14,0.1,1186.6027515992173,1589.8727672166935,403.27001561747625,5064.573946693578,5131.369439455269,0.31392033840371636,0.07962565456878208,0.2679621569311948
7,demand_14,0.2,566.5151166812664,1508.3469919026613,941.831875221395,5285.19966886969,5230.853534244208,0.28539073003938964,0.1782017585388251,0.14626169740448702
7,demand_14,0.3,36.411554103535536,909.470666596028,873.0591124924924,5164.557586221062,5143.371611822016,0.1760984656309144,0.16904819007571859,0.03588704081611543
7,demand_14,0.4,-1061.7963312316692,439.31599588150493,1501.1123271131742,5195.564583564959,5095.170106943769,0.08455596861815282,0.288921887692748,-0.1738994751358577
7,demand_14,0.5,1132.339355186776,1468.0406128063373,335.7012576195614,5063.750721046981,5031.448043678632,0.2899117064954582,0.06629498095635951,0.2541300376239082
7,demand_14,0.6,-1774.0176413702911,129.76213160578482,1903.779772976076,5117.007536517126,5269.592317063222,0.025358987783337714,0.37204943697852694,-0.31472136486444297
7,demand_14,0.7,702.3821484887053,1653.6514243758238,951.2692758871185,5272.016121924724,5078.445394261878,0.31366585119092993,0.18043747475108748,0.17493866582783638
7,demand_14,0.8,45.72726748579839,681.9362303774583,636.2089628916599,5028.89951580698,5297.046840107661,0.13560347114393057,0.126510573713376,0.031005349514053364
7,demand_14,0.9,1965.0750954666182,1972.672297825657,7.597202359038874,4989.92485899817,5004.183902520532,0.3953310628051645,0.0015225083691068184,0.428306969262557
